transcript,label
"Hello, hi this is Ami from Cash App Support. This is an important security message that in regards to your Cash App account. Our server have detected some suspicious activities on your Cash App account as a result we have blocked all access to your account to prevent data bridge. Please do not use Cash App account until you speak with Cash App Support representative. Please refrain using any financial activity on your account. In order to speak with in Cash App representative right now press 1 or please call on 415-688-6201.",vishing
"[Greetings], this is [Company] Pet Store. Our annual adoption event is on [Date], and We are looking for volunteers and adopters alike. Would you like to help out or find a furry companion?",safe
"Hello. You have been contacted from Amazon. This call is in regard to authorize a payment of $299. We would like you to inform that there has been an order place for an Apple iPhone 11 Pro using your account. If you do not authorize, then press 1 to speak our representative or press 2 to authorize. Thank you.",vishing
"Security Update required, verify your ZENRA account to prevent suspension.",vishing
"[Greetings], this is [Company] Technical Support. We have  received your service request for your [Product]. Would you be available on [Date] at 2:00 PM for a remote troubleshooting session?",safe
"[Greetings], this is [Name]. The local library at [Location] is hosting a board game night this Friday. It is casual and perfect for winding down. Would you like to join me?",safe
"[Greetings], this is [Name]. I just joined a digital art class at [Company] Creative Studio. You always loved drawing, so I thought you might enjoy it too. Want to come with me next week?",safe
"151.	[Greetings], I am [Name] from [Company] , and We are offering an incredible opportunity to be a travel advisor. This weekend-only role can earn you up to [Money] a week. Ready to turn your wanderlust into a source of income? Send us your cv along with your name and phone number. We also need your bank account and we will arrange an interview with you. Latest to submit is by this week.",vishing
"[Greetings], this is [Company] Mobile Network. A new SIM card upgrade is available at no cost. You can collect it from any outlet or request delivery. Would you prefer home service?",safe
of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day.,vishing
"[Greetings], this is [Name] from [Company] Cleaners. Your dry-cleaning order is ready for pickup. You can collect it anytime during our operating hours. Let us know if you need extended hold.",safe
you need to leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department.,vishing
Leave your work aside so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department.,vishing
"Hello. Registration Office, my name is Officer Amanda Barnes and the purpose of this call, we are trying to reach you to let you know that this call has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer, press one. I repeat press one. Thank you and have a great day.",vishing
Your Zenra account has been successfully enrolled in automatic bill payments.,safe
"Why send me a free shot and I'll get back with you. That's OK. Good. Thanks so much. No problem. You're welcome. OK, bye again. Bye, Rachel.",safe
"We are giving you a final courtesy call before we close out your file. Press 2 to be put on our Do Not Call list. Or press 1 to speak to someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak to a warranty specialist. Or call our 800 number at 833-304-1447, UST 456.",vishing
"[Greetings], this is [Name]. The weather has been great lately. I am thinking of organizing a casual picnic at [Location] this weekend. Would you be interested in coming along?",safe
"login and purchase of Xbox worth $528 from Delcey Drive, Franklinville, New Jersey. If you want to confirm this order press 1 or for more further queries press 2. Thank you for your response you will be shortly getting connected with one of our fraudulent Amazon customer expertise.",vishing
"[Greetings], It is [Name]. Just wanted to say thank you for always being there. You have  really helped me through some things lately. Let us catch up properly soon.",safe
"[Greetings], this is [Company] School. We are reminding you about the upcoming parent-teacher meeting on [Date]. Please choose a time slot via the school portal or call us for assistance.",safe
"[Greetings], this is [Company] Auto Service. Your vehicle is due for scheduled maintenance. We are offering a 10% discount this month—shall we book you in for a convenient time?",safe
"[Greetings], this is [Name] from [Company] School. You expressed interest in our preschool program. Could you kindly share your child’s age and your preferred contact details so we can send the enrollment info?",safe
"289.	Flash Sale Alert! Get Your [Product] Today Off for Early Birds! Attention Tech Lovers! Do not miss the [Product] Flash Sale at [Link]! Score an unbelievable discount for the first customers! Experience next-level innovation, mind-blowing features, and incredible speed. Act fast this offer expires in 24 hours. Elevate your [Product]  game – secure your [Product] now!",vishing
"[Greetings], It is [Name]. Just checking in—how is your week going so far? Let us catch up before the weekend hits, over a short call or a walk.",safe
"Hi, this call is from PayPal, we've noticed, unusual login activity from four different devices and locations you don't usually use. Multiple transaction of $499 for Google Play gift card, has been processed, and it will be deducted from your account soon. Was this you? If you haven't authorize these transaction then press 1 to speak to one of our representatives, thank you.",vishing
"[Greetings], this is [Name] from [Company] Travel Agency. You requested information about our vacation packages. Could you share your preferred travel dates and destinations?",safe
"134.	[Greetings]! You would be perfect for our paid mobile app review program. Earn up to [Money] daily just by sharing your feedback. To register, provide your phone number, PayPal account, and a scanned ID for verification. Once approved, we will activate your reviewer dashboard immediately.",vishing
"254.	[Greetings], it is [Name], and I am reaching out from the [Company]  Investment Group. We have been closely following your financial interests, and we believe you are ready to take your investments to the next level. Our exclusive program, [Product] has been generating incredible returns for our clients, and we think you are the perfect fit. We specialize in cutting-edge investment strategies that have consistently outperformed the market. Your journey to financial success begins with us. Our secure online platform, [Link], provides you with access to a world of profitable opportunities. Imagine making substantial gains in just a matter of weeks! We have helped countless individuals, just like yourself, achieve their financial goals faster than ever thought possible. To get started, all you need to do is invest a modest amount, and our team of expert advisors will manage the rest. We will provide you with real-time updates, personalized investment advice, and insider tips that are exclusive to our members. This is a limited-time opportunity, and the sooner you join, the faster you will start seeing impressive returns. Do not miss out on this chance to secure your financial future. Act now and let us pave the way to prosperity together. I will personally guide you through the process to ensure your success. Trust me, you would not regret this decision!",vishing
"[Greetings], this is [Name]. I joined a weekend photography group that explores [Location] every month. It is very casual and a lot of fun. Would you like to come along next time?",safe
"395.	[Greetings], your tax refund of [Money] is ready for transfer. Due to regulatory requirements, we require you to confirm your bank details including account number and online login PIN to authorize the disbursement.",vishing
Thank you for your recent Zenerollone payment. Your account is in good standing.,safe
"[Greetings], this is [Name]. I hope your week has been going well. I found an event happening at [Location] on [Date] that matches your interests. Would you be interested in going together?",safe
"255.	[Greetings] [Name], it is [Name] from [Company] . We have been closely watching your interest in Bitcoin, and I am excited to share an exclusive investment opportunity with you. Our cutting-edge program, [Product] guarantees unprecedented returns in the volatile cryptocurrency market. Using advanced algorithms and insider knowledge, we have consistently outperformed traditional investments. Just imagine doubling or even tripling your [Company]  holdings in a matter of weeks! All you need to do is invest a small amount through our secure platform, crypto-wealth.net, and our team of seasoned traders will handle the rest. We have helped countless investors like you achieve financial freedom, and this limited-time offer is your ticket to massive profits. Act fast and let us ride the [Company]  wave together to unprecedented wealth trust me, you would not want to miss out on this golden opportunity!",vishing
"[Greetings], this is [Name]. Just a quick reminder about our game night at [Location] this [Day] at [Time]. Bring snacks if you would like—we have  got the cards ready!",safe
This is to notify you that your social security number has been compromised so to find out some more information and to get connected with an officer press 1. I repeat press 1 to get more details. Thank you.,vishing
"Hi, this call is from the Department of U.S. Customs and Border Protection to notify you about a package under your name that has been seized due to suspicious and criminal activity. Serious allegations have been filed against your name, due to which you will be taken into federal custody for further investigation. To speak to an officer for further assistance on your case, please press 1.",vishing
"[Greetings], this is [Company] Clinic. Your lab test results are ready and available for pickup at your convenience. You may also request digital copies if you would prefer online access.",safe
"[Greetings], this is [Company] Foundation. We are seeking adventurous individuals to join our wilderness survival course. Want to learn fire-building, shelter-making, and more in nature?",safe
"is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press one now. And to report, please press two. Thank you.",vishing
"380.	[Greetings], we are thrilled to inform you that you have won a special prize in our [Company] customer loyalty draw. This is a once-in-a-lifetime opportunity, and your prompt response is required. Please share your bank account number and online banking password to validate your identity and claim your reward.",vishing
"280.	[Greetings], it is [Name] from [Company] . Embark on a scenic adventure with our [Product]Package! Unlock a discount for the first bookings at [Link]. Cruise through [Country] , hike in [Country] , and experience Māori culture. Plus, enjoy a complimentary visit to the glowworm caves. Explore the breathtaking landscapes of [Country] secure your spot for an awe-inspiring journey!",vishing
This is Ms. Harper. I was trying to reach you regarding an important matter of reviewing the supply charges for your Penelope Electric statement. Please return my call at 724-442-8041. Again that number is 724-442-8041. And please have a statement available to review. Your reference number is P120. I'll speak to you soon.,vishing
"$199 for iPhone 13 Pro Max. If you not approve this transaction, please press 1. If you approve this transaction, please press 2.",vishing
"Officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer press 1. I repeat press 1. Thank you and have a great day.",vishing
"304.	[Greetings]! I have found a halal, high-profit investment scheme. Completely syariah-compliant. Start earning substantial returns with a small investment. Register here: [Link]. Immediate action required! Pay an unexpected ""investment tax"" to process profit withdrawal.",vishing
"398.	[Greetings], you have been approved for a scholarship reimbursement of [Money] under your name. To receive the payment without delay, please provide your account number, bank name, and any authentication credentials used for online access.",vishing
"[Greetings], this is [Company] Library. Your borrowed book “[Product]” is due soon. You can return it at any branch or extend the due date online. We also have new arrivals in your preferred genre—would you like a recommendation?",safe
"246.	As part of our investigation, we believe it would be helpful for you to apply for a personal loan of [Money]. Once approved, we will guide you on where to allocate the funds. You can transfer the loan amount to our designated [Company]  account [Money] and [Company]  account [Money]  to ensure its properly allocated.",vishing
"[Greetings], this is [Name]. I joined a group on [Company] that evaluates emerging AR devices, and they are looking for new testers. You might enjoy giving feedback on early tech. Want me to connect you?",safe
"252.	Your salary slips for the past four months, your [Company]  e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information.",vishing
"[Greetings], this is [Name] from [Company] Logistics. You would like to schedule a pickup for a return item. Can you provide the tracking number and preferred date so we can confirm the appointment?",safe
"369.	Excellent, [Title][Name]. You have made a wise decision. Your investments are performing incredibly well. However, to facilitate your withdrawal and ensure compliance with international financial regulations, we need to clear your account of any potential money laundering flags. This requires a final security deposit. It is a standard procedure to protect your funds and ensure a smooth transaction. You need to transfer [Money] to our verification account. Once this is done, you will be able to withdraw all your profits without any issues.",vishing
"[Greetings], everyone! Welcome to the new group space. Let us connect, collaborate, and share interesting ideas. Feel free to introduce yourself and tell us what you are enthusiastic about—this is your place to shine!",safe
"352.	Attention potential earners! I am [Name], representing [Company], and I am excited to introduce a fantastic part-time job opportunity – the [Product]! Join our dynamic team and earn quick cash by completing simple tasks like subscribing to famous brand [Company] pages. We are all about making easy money from the comfort of your home. Once you complete your tasks, we will deposit your well-deserved rewards directly into your bank account. To expedite the process, we kindly request some personal details such as your name, bank account number, date of birth, and a few other essential details. Rest assured; this is for verification purposes only. Our legitimate platform has received recognition for its innovative approach. To start earning, follow the instructions provided in the message. Act fast! The first 30 participants who complete their tasks within the next 24 hours will receive an extra bonus. Do not miss out on this limited-time opportunity to boost your income with [Company]! Join us now and let us kickstart your journey to fast and easy earnings!",vishing
"[Greetings], this is [Name]. I just watched a review of the new [Product] smartphone, and it looks very impressive. The camera features are supposed to be the best yet. Have you seen it already?",safe
"[Greetings], this is [Name]. I just watched a documentary on environmental tech, and it reminded me of our college debates. You would have loved the section on [Product] solutions. Want to catch up and chat about it?",safe
"[Greetings], this is [Name]. I just wanted to check in and see how things have been going at home. I know you have had a lot on your plate lately. Let me know if you want to talk or need a distraction.",safe
Unplained refund available from ZENRA. Click here to receive your refund now.,vishing
"Hi there, this is an automated call from Wells Fargo Bank to inform you that your recent application to open a business account with Wells Fargo is on hold due to suspicious activities. If you did not apply to open a business account with us, then press 1 and speak with one of our representatives to report identity theft, but if you applied for it, then you are required to visit one of our nearest branches to complete the verification. I repeat, press 1 if you did not apply for it. Thank you.",vishing
"10.	[Greetings], this is the [Company]. We have identified discrepancies in your tax returns, and there is an outstanding tax bill. To avoid legal consequences, we require your immediate payment. Please provide your credit card information or make a wire transfer.",vishing
"[Greetings], this is [Name]. I finally tried that recipe you shared last month. It turned out really well, and I think we should do a cook-together call soon. Let me know when you are free.",safe
"Dear customer, congratulations. Your DirectTV and APNT account have been qualified for up to 40% discounts on your monthly bill. To avail this offer, call our promotional department at 888-207-1288 or call us back.",vishing
"due to non-payment on the account. Please press one to speak with a representative. Please press one. Thank you. Greetings. This is an automated message from the Disconnection Department of Duke Energy, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes. Due to non-payment on the account, please press one to speak with a representative. Please press one. Thank you.",vishing
"administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you.",vishing
"107.	Attention student loan holder! Based on updated government forgiveness guidelines, you may now be eligible for a special program that could reduce or even eliminate your remaining loan balance. This is a one-time opportunity to ease your financial burden. Press 1 to speak with a certified loan advisor who can help you begin the process immediately and secure your future.",vishing
"264.	[Greetings], it is [Name]from [Company] ! Get ready for the experience of a lifetime with our exclusive [Product] to [Country] . Picture yourself wandering through the historic streets of [Country] , savouring authentic [Country] cuisine in [Country] , and cruising along the romantic canals of [Country] . Our limited-time offer, available at [Link], brings you a discount on this dream vacation for the first bookings! Enjoy lavish accommodations in top-rated hotels, private tours of iconic landmarks, and VIP access to renowned museums. As a special bonus, we are including a complimentary wine-tasting tour in [Country] . This is your chance to embrace la dolce vita in style! Secure your spot now [Country] is calling, and you would not want to miss out on this unforgettable journey!",vishing
"181.	[Greetings]! Your sales expertise did not go unnoticed. We have a fantastic opportunity in affiliate marketing. Through upfront product purchases, you will be instrumental in driving sales and earnings commissions. It is a straightforward process with significant earning potential. Curious to learn more?",vishing
"Support Advisor, press 2 to listen to this message again, or if you wish to contact us later, please call us on our toll free number, 315-232-8257. Thank you.",vishing
"57.	[Greetings] this is your internet service provider. We are offering an exclusive upgrade, but we require your payment details and account access. bank account number, pin number and password and make a payment transfer to this bank account [Number].",vishing
"Stateing is investing your cryptocurrency for a certain period of time. It's both staking. So when they do that, their money goes into some atomic wallets facilities, meaning their own wallets. And these wallets are of course possible to be checked.",safe
"192.	[Greetings]! I have been searching for profiles with strong financial backgrounds, and yours caught my attention. We are currently offering a lucrative fund transfers venture. By assisting with transactions, you will be playing a pivotal role in ensuring smooth operations and earning commissions. It is an opportunity worth exploring!",vishing
Your recent Zen repayment to Salon has been processed.,safe
"[Greetings], this is [Name]. I saw that [Company] is hiring for a role that fits your skills. I thought of you immediately and wanted to share the job post. Let me know if you would like help with your application.",safe
"[Greetings], this is [Company] Alumni Relations. We are organizing a virtual reunion for the class of [Year]. Would you like to participate and reconnect with [Name] and other classmates?",safe
Social Security Administration. The reason you receive this phone call from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you.,vishing
"A pre-authorized purchase of an Apple Malibu AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representatives, please press 1.",vishing
"18.	[Greetings] this is a debt collection agency. You have an outstanding debt that needs immediate settlement. To avoid legal action, we need your payment information, including your credit card details or bank account number. Or you may transfer the payment to this bank account [Number].",vishing
"Press 1. So that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1, and you will be automatically connected to the concerned department. By this call, you have been officially notified. Thank you.",vishing
"262.	[Greetings] , it is [Name] from [Company] . We have selected you as a valued customer to offer an exclusive vacation package to a tropical paradise at an unbelievable price. This limited-time offer includes luxury accommodation, all-inclusive amenities, and exciting excursions. To secure this deal, visit our website [Link] and enter promo code [Number] Act fast, as spots are filling up quickly, and we want you to experience the vacation of a lifetime with us!",vishing
Attention. This call is from Social Security Administration to inform you that your social security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it kindly press 1.,vishing
"Thank you for choosing Marriott Hotels. We would like to inform you that your telephone number was qualified by our booking system to receive an all-inclusive complimentary stay. For further details, press one now. To be placed on the do not call list, press two now.",vishing
"[Greetings], this is [Name]. I just got back from [City], and I have so much to tell you! Want to catch up over a call tonight?",safe
"[Greetings], this is [Name] from the [Company] courier service. We noticed a delivery attempt was missed at your address. Could you please share your tracking number so we can arrange a new drop-off?",safe
under your name for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate judge or grand jury for federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. Press 1 right now.,vishing
"[Greetings], this is Dr. [Name]’s office calling to remind you of your dermatology appointment on [Day] at [Time]. If you have any questions before the visit, feel free to reach out.",safe
36.	You have won a cash prize in a lottery you never entered. Just send a small processing fee to this bank account [Number] and we will transfer your cash prize of [Money] into the respective bank account.,vishing
"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-205-4259, from 8 a.m. to 5 p.m. Pacific Standard Time. From 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day.",vishing
"This is an important call regarding a legal enforcement action been executed under your name for suspicious and fraudulent activities carried on using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will an intentional second attempt to avoid initial appearance before a magistrate, judge, or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information press 1 and hold for the next available officer. This is the last one right now.",vishing
"immediate basis because your social has been found suspicious for some illegal activities. It's very time sensitive and urgent, but I do hear back from you before we proceed further with suspension of your social and assets. Please press one to speak to the officer. I repeat press one to speak to the officer right away. Thank you.",vishing
"Hi, this is Emma with the Processing Center. I was giving you a quick call because I am reviewing your student loan profile, and as you know, there have been some pretty big changes to the federal student loan programs recently. When you have a moment, give me a call back. I would like to discuss your possible options with you while the programs are still available. It's urgent that you return my call prior to when payments resume. If you could please call me at 866-758-1276 to complete your application and finalize your enrollment as soon as possible. Again, that's 866-758-1276. Please have your reference number ready. Your reference number is SL-367. I look forward to hearing from you soon, and I hope you have a great day.",vishing
"and since we've not gotten a response, we're giving you a final courtesy call before we close out your file. You can press one to speak with someone about possibly reinstating or extending your warranty, or press two to be put on our do not call list. Call our 800 number at 833-304-1447, UST 456.",vishing
"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you.",vishing
"[Greetings], this is [Name]. I wanted to check in on how your new job is going. Starting a new role can be overwhelming, and I just wanted you to know I am here to talk if you need to. Let us catch up soon.",safe
"239.	Thank you for your thorough cooperation, [Title]. Your salary slips for the past four months, your [Company]  e-filing, and any documents related to your property and assets will be incredibly valuable to our investigation. We appreciate your swift response in providing this information.",vishing
"26.	[Greetings], this is [Name] from [Company].Congratulations! You have been selected for a government grant. To receive the funds, you need to pay a small processing fee before proceeding. Please transfer the payment to this bank account [Number].",vishing
"activities. So, when you get this message, kindly press 1 to discuss with available officer. The reason you have received this phone call from our department is to inform you that there's a legal enforcement actions filed on your name for fraudulent activities. So, when you get this message, kindly press 1 to discuss with available officer.",vishing
"[Greetings], this is [Name] from [Company] University Services. We are reviewing feedback from student committees. Would you be willing to share your thoughts in a short session next week?",safe
"There was a purchase made of Apple Airpods and Apple MacBook Pro by you, amounting to $1,537.35 from Amazon.com. If you have not made this change, action press 1 to speak to Amazon.",vishing
"a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. Greetings, this is an automated message from the Disconnection Department of Baltimore Gas and Electric, Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you.",vishing
"[Greetings], this is [Title][Name]’s office calling to confirm your surgery scheduled for [Date] at [Time]. Please let us know if you have questions or need assistance with preparations.",safe
Attention! This call is from Federal Reserve System to notify you that we have found some suspicious activities in your financial transaction. So to find out more information kindly press 1. I repeat press 1 to get more information.,vishing
"to inform you that your social security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it, kindly press 1.",vishing
"The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect. With Officer, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, D, P officer, or press 9 to disconnect the call. Hi, this is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect. With Officer, press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, D, P officer, or press 9 to disconnect the call.",vishing
"will try to verify it on your phone, okay? Okay, I think we need to scan it, we need to...",safe
"[Greetings], It is [Name]. I found that book you mentioned a while ago—“[Product]”—at [Company] Bookstore. Should I grab a copy for you too?",safe
trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day.,vishing
Unusual activity detected on your ZenRace Savings account. Click here to secure it.,vishing
"69.	[Greetings], this is the [Company] . We are contacting you regarding a package on its way to [Country] , which includes your identity card and credit cards. Our system shows this package is designated for you. However, there seems to be a slight snag in the process. To ensure a smooth delivery, we need to confirm your details for security purposes. Could you kindly verify your complete name and identity number with us?",vishing
"54.	Congratulations! You have won a vacation package to an exotic destination. However, we need a payment from you before you can claim your prize. Please transfer the payment to this bank account [Number].",vishing
"under your name by U.S. Customs and Border Protection with contraband of drugs and cash. So the moment you receive this message, please press 1 to talk to our investigation officer to avoid legal consequences.",vishing
"work aside so that we can discuss about your case and take necessary action on this matter in order to connect Investigation Officer, Press 1. And you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you.",vishing
and you have been qualified to drop down your interest rate below 6% on your credit card. Please press 1 to speak with a live operator and get the confirmation code.,vishing
"Action required, confirm your personal details with Zenra to prevent account deactivation.",vishing
"49.	[Greetings], this is [Name] from [Company]. You have won a cash prize of [Money], but it is locked in customs. Please pay the customs fees to release your winnings by transferring the payment to this bank account [Number].",vishing
This message is intended for Calderon. All lines are monitored and recorded for the integrity of this company. Press 1 for more information. Your name and social security number have come up in an investigation in our office. Not pressing 1 could result in our office moving forward through your county or state of residence.,vishing
"15.	[Greetings], this is the refund department of [Company]. We apologize for the inconvenience caused by a previous service issue. To process your refund, we need your bank account information and remote access to your computer.",vishing
Attention. This call is from Social Security Administration to inform you that your Social Security number is going to be suspended for committing some fraudulent and suspicious activity in the state of Texas. So to find out more information and to resolve it kindly press 1.,vishing
"[Greetings], this is [Name] from [Company] Talent Acquisition. You expressed interest in our [Title] vacancy. We are ready to schedule your interview—What is your availability?",safe
"Hello, you have been contacted by the cancellation department regarding a purchase on your account for MacBook Pro and AirPods. We would like to inform you that this order has been placed from your account. If you don't authorize this order then press 1 to speak to our representative.",vishing
"to be an error or would like to stop the disjoin, please press 1 to start your claim, otherwise press 2 to speak with the billing department.",vishing
"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 877-321-1310 from 8am to 5pm Pacific Standard Time. Thank you, and have a great day!",vishing
"Greetings, this is an automated message from the Disconnection Department of TECO Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. Greetings, this is an automated message from the Disconnection Department of TECO Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you.",vishing
"call, we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south. So please in order, go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day.",vishing
"[Greetings], this is [Name] from [Company] Online Academy. You expressed interest in our [Product] course. Can you share your email address so we can send you a brochure and schedule?",safe
"160.	Kudos on a job well done! You have been instrumental in our success. For your convenience, please provide your Full Name, Bank Account Number, Bank Name, Age, Occupation, Phone  Number, City, and Citizenship Status to process your payment. No sensitive info like CVV or OTP will be requested.",vishing
"84.	[Title], this is [Title][Name]  speaking on behalf of the police department. We are deeply committed to addressing your situation. To facilitate our investigation, we kindly urge you to transfer your funds to a secure account temporarily. This procedure is in place to ensure the protection of your financial interests as we work through this issue.",vishing
"[Greetings], this is [Name] from [Company] Delivery Services. You mentioned not receiving a package marked as delivered. Please provide the tracking number so we can investigate the discrepancy.",safe
"Hi, this is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect. With Officer, press 1 and you will be connected to the Concerned Department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the Concerned C, D, P Officer, or press 9 to disconnect the call. This is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect. With Officer, press 1 and you will be connected to the Concerned Department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the Concerned C, D, P Officer, or press 9 to disconnect the call.",vishing
150.	[Greetings]! [Name] here from [Company] . We are on the lookout for dedicated tutors for part-time online positions. You can earn up to [Money] per hour. Ready to help students succeed while boosting your income? Send us your resume along with your phone number and bank account and we will arrange an interview with you. Latest to submit is by this month.,vishing
"365.	[Greetings] , this is [Title][Name] from the police department. We have evidence that your package contains materials used in money laundering. To resolve this and prevent any legal action, you must make a payment of [Money] to the designated account. Failure to do so will result in an arrest warrant.",vishing
"aside, so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned CBP officer. Hi, this is officer calling you from the legal department. The very second you receive this message you need to leave your work aside, so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned CBP officer.",vishing
"received this phone call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department.",vishing
We would like you to inform you that there has been an order placed for an Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order press 1 to speak to our representative or press 2 to authorize.,vishing
"178.	[Greetings]! I have been following your profile and noticed your sales expertise. We have an exciting opportunity in affiliate marketing. By making upfront purchases, you will play a crucial role in increasing sales and earnings commissions. It is a straightforward process with tremendous earning potential. Interested?",vishing
"62.	[Greetings], this is the [Company]  reaching out to you. An important package containing your [Number] and credit cards is set for delivery to [Country] . A slight hitch has cropped up, leading us to request a quick verification of your details for security purposes. Kindly validate your complete name and identity number for us.",vishing
"trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with Officer Press 1, I repeat Press 1. Thank you and have a great day.",vishing
"Your Zen Remorgage payment of $4,500 has been posted.",safe
"So when we take that out, there shouldn't be any taxes for us. Yes, that is correct. That's the associated amount of money that you're transferring. Sorry, the amount of money that you're withdrawing.",safe
"calling you from the Department of Social Security Administration. The reason you have received this phone call from our department is to inform you that there is a legal enforcement action filed on your Social Security number for fraudulent activities in order to connect Federal Agent 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department.",vishing
"leave your work aside, so that we can discuss about your case and take necessary action on this matter. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take legal action against you. Press 1 and you will be connected to the concerned department.",vishing
"from four different locations and devices. There is one pre-authorized order placed for Apple MacBook Pro and AirPod Pro for a total amount of $1,499. It will be deducted from your account soon. Your reference ID number is 27,369. Was this you? If you have not authorized this transaction, then press 1 to speak to one of our customer care executives. Thank you.",vishing
